SYMBOL,C1,C2,C3,T1,T2,T3
Tasor2,1547.564238,1691.194476,1510.467592,2474.842525,2656.761424,2575.335026
Dele1,947.7471856,954.8622675,1070.755643,483.347046,384.497828,426.1869845
Rrn3,1430.681459,1556.039338,1641.240207,2926.494683,3439.307664,3006.378842
Oit3,103.2917583,124.623568,145.692981,9.244342409,5.081469092,14.5704952
Ints5,1303.831931,1382.268448,1359.5086,699.9287824,729.1908147,596.1760952
Gm14586,1323.765428,1353.306633,1432.35509,2142.046198,2120.666435,1996.157842
Cdc26,521.8951997,489.7179644,552.9311929,853.1207423,868.0843033,859.6592166
Sdccag8,645.1204552,666.999378,734.6085848,360.529354,367.5595977,331.4787657
Elovl6,658.711476,588.8902403,563.4632156,301.1014385,258.3080122,263.4831215
Gm5141,221.9866735,200.0998134,207.1297802,60.74853583,72.83439032,84.99455532
Scap,3077.007115,3083.116862,2815.560741,4513.880336,4739.31684,4468.285194
Ncaph2,4350.032732,4579.477309,4555.099827,2499.934312,2821.909169,2433.272698
Jade1,1043.790399,1188.31205,1167.299185,1868.677787,2017.34323,1997.37205
Nemp2,566.2925344,606.4428555,497.6380736,163.7569227,194.7896485,134.7770806
Coro7,5431.87799,5655.452621,5395.028639,2625.393244,3072.594978,2497.625718
Il2rg,13469.60771,13867.44365,14225.25202,8654.025115,9303.322996,8195.903549
Naa10,1338.262517,1267.298818,1472.727844,417.3160288,419.2212001,284.1246563
Acbd4,274.5386207,269.4326435,339.6577328,87.16094272,98.24173578,104.4218822
Ccdc107,311.6874109,256.2681821,274.7102593,109.6114886,102.4762934,115.3497536
Gnptab,1418.902574,1452.478909,1464.828827,2259.581409,2563.601157,2305.780865
Lmbr1,89.70073745,85.13018377,78.11250185,18.48868482,12.70367273,16.99891106
H2-D1,60561.5888,61172.61927,63234.26442,75193.48116,76726.79565,74983.41091
Ptrh2,385.0789234,356.3180888,427.4245888,796.3340675,826.585639,744.309463
Fah,308.9692068,259.7787051,260.6675624,91.12280375,70.29365578,94.70821878
Rft1,308.9692068,378.2588578,371.2538009,121.4970717,141.4342231,137.2054964
2310033P09Rik,385.0789234,312.4365508,323.8596987,139.9857565,125.3429043,125.0634171
Fam136a,473.8735928,490.5955952,544.1545073,199.413672,195.6365601,149.3475758
Pgap3,300.8145943,313.3141815,266.8112423,87.16094272,72.83439032,105.6360902
Ccm2,2016.907491,2005.386288,2053.744431,2695.386122,2875.264595,2748.966761
Hsf4,173.0589985,165.8722137,177.2890491,71.31349859,66.0590982,57.06777286
Ccng1,9248.236638,9538.091106,9070.704569,12986.98046,14350.91563,13754.54747
Atp5a1,12909.65765,13109.17067,13706.5499,17495.57832,18432.18222,17765.07627
Sigmar1,1270.307413,1245.358049,1223.469973,859.7238441,822.3510814,780.735701
Hace1,562.6682622,554.6626407,577.5059125,835.9526779,890.1040027,877.8723356
Bhlha15,146.7830249,178.1590444,193.0870832,42.25985101,49.96777941,47.35410939
Guf1,463.0007761,580.1139327,492.3720622,1102.717987,1106.913351,1056.360902
Osbpl1a,402.2942164,380.8917501,459.0206569,155.8332006,181.2390643,154.2044075
Lman2l,356.0847456,469.5324569,446.7332971,114.8939699,144.8218691,131.1344568
Lpar6,4429.766721,4334.618326,4841.219778,2877.63173,2974.353242,2832.747108
Mfsd10,1643.607452,1428.782878,1739.539086,3518.132597,3485.887797,3121.728596
Hikeshi,549.0772413,553.7850099,597.6922894,289.2158554,301.5004995,253.769458
Zfp524,302.6267304,272.0655358,306.3063275,83.19908168,105.8639394,71.63826805
Ippk,309.8752748,411.6088267,390.5625092,1113.28295,1044.241898,933.7259006
Grpel2,565.3864663,623.11784,535.3778217,1056.496275,1129.779962,1212.993725
Csnk2b,2855.020441,3073.462923,3290.379432,5034.204752,5226.290961,4968.538862
Prf1,221.0806054,206.2432287,153.591998,40.93923067,29.64190304,40.06886179
Galns,1417.090438,1332.243495,1431.477422,504.4769715,667.3662741,581.6056
Wsb1,2132.884202,2008.896811,2110.792887,3570.957411,3826.346226,3301.43137
Bloc1s4,309.8752748,332.6220583,316.8383502,553.3399242,617.3984947,564.6066889
Puf60,4073.681975,4015.16073,4168.92566,5728.851053,6080.82468,5588.999116
Ptger2,48.02160692,70.21046085,47.39410225,195.4518109,214.2686134,222.2000518
Ap2m1,1841.130288,1895.682443,1873.822376,1098.756126,1250.041397,1164.425408
Ppp1r8,1697.065467,1635.903738,1790.443863,2815.562574,2945.55825,2636.045423
Rnf181,1745.993142,1677.152383,1807.997234,809.540271,936.684136,751.5947106
Pgap6,588.0381677,586.2573481,713.5445394,143.9476175,179.5452413,212.4863883
Bsg,6096.025874,6256.629692,6644.828669,9744.85752,10330.62666,9402.826234
Pabpn1,2174.563332,2214.262409,2337.231376,3824.516517,3900.027528,3449.564738
Cbx7,1056.475352,1136.531835,1186.607893,600.8822566,660.590982,587.6766396
Mid2,170.3407943,182.5471982,170.2677007,385.6211405,362.4781286,331.4787657
Dus2,415.8852373,486.2074414,490.6167251,199.413672,203.2587637,169.9891106
Rwdd1,795.5277523,945.2083291,1008.441176,2217.321558,2510.245732,2101.793932
D130017N08Rik,90.6068055,100.9275375,77.23483329,9.244342409,13.55058425,6.071039666
Ppp1ca,10871.00452,11264.39081,11168.33243,7911.836482,8183.705973,7481.949284
Capn15,476.5917969,579.236302,461.6536626,1394.575083,1300.009176,1158.354368
Tmem98,110.5403027,121.113045,120.2405927,36.97736964,23.71352243,27.92678246
Ppp1r9a,806.400569,708.2480238,638.0650432,265.4446892,221.0439055,191.8448534
Rec8,155.8437055,119.3577834,157.1026723,13.20620344,10.16293818,2.428415866
Lztr1,2021.437831,2306.413639,2372.338118,1085.549923,1130.626873,960.4384751
Chst12,2051.338077,2031.715211,2100.260864,1410.422528,1434.668107,1304.05932
Zfp322a,558.1379219,674.0204241,636.3097061,1308.734761,1601.509676,1526.259372
Tmpo,12219.23379,12511.50412,12586.64482,7740.155837,8127.809813,7033.906557
Dhcr7,800.9641606,753.8848233,763.5716473,462.2171205,480.1988292,429.8296083
Mvk,314.4056151,266.7997512,290.5082934,33.0155086,60.97762911,32.78361419
Kcnq1ot1,247.356579,268.5550127,236.9705112,640.5008669,690.232885,539.1083223
Herc4,1879.185146,1952.728442,1750.071109,2774.623343,2866.79548,2807.248741
Ccr1,8325.859358,8686.789268,8960.995999,5948.07403,5825.904314,5422.652629
Golga7,1974.322292,2065.06518,2146.777298,3906.394978,3946.607662,3397.353797
Zbtb1,1534.879285,1678.030014,1690.389647,2646.52317,2917.61017,2660.329581
Crocc,388.7031956,407.2206729,352.8227612,52.82481377,89.77262063,49.78252526
Aspm,2568.702936,2638.158066,2158.186989,1207.046995,1194.992148,1108.571843
Ogg1,459.3765039,423.0180266,413.3818918,105.6496275,113.4861431,65.56722839
Rnaset2b,1086.375598,1013.663528,1171.687528,1798.684909,1793.75859,1845.596058
Zfp287,335.2451804,353.6851965,308.9393332,165.077543,147.3626037,150.5617837
Dcp1b,211.1138568,212.3866441,190.4540775,64.71039687,44.0393988,37.64044593
Ing2,268.1961443,270.3102743,328.2480415,781.8072438,846.0646039,677.5280267
Trpc4ap,3414.064431,3676.395256,3633.547839,5928.264725,6716.855228,5891.336891
Sall2,335.2451804,337.0102121,362.4771153,161.115682,160.9131879,183.3453979
Ddx3x,12084.22965,12188.536,11998.60689,14994.32339,15689.03582,15957.12066
Ss18,3839.010349,3894.047685,3893.337733,5916.379142,6413.660906,5663.0658
Kctd5,744.7879412,736.3322081,830.2744579,1604.553718,1467.697656,1379.340212
Uqcrc2,3083.349591,3506.134888,3347.427888,5180.79361,5315.216671,5130.028517
Nsun3,287.2235734,237.8379361,269.444248,555.9811649,514.9222014,536.6799064
Ttc9c,1463.299909,1376.125033,1381.450314,966.6940919,935.8372245,900.9422864
Klhdc4,1075.502781,1174.269958,1176.953539,1698.317763,1778.514182,1752.102047
Slc8b1,292.6599818,340.5207351,317.7160188,588.9966735,565.7368923,601.0329269
Mtrfr,270.9143485,226.4287362,311.5723388,71.31349859,82.99732851,67.99564425
Fam172a,1359.102083,1447.213124,1536.797649,772.5629014,829.9732851,718.8110964
Gnl3l,1731.496053,1819.328567,1797.465211,1121.206672,1226.327874,1123.142338
Kras,1375.411308,1639.414261,1703.554675,3331.925128,3612.077613,3231.00731
Atg2b,2529.74201,2478.429268,2303.002302,3541.903763,3495.203824,3498.133055
Nf2,3317.115149,3474.540181,3323.730837,2357.307314,2420.473111,2228.071557
Loxl4,127.7555958,184.3024597,154.4696666,23.7711662,33.0295491,23.06995073
Lrrk1,678.6449732,580.9915635,547.6651815,228.4673195,264.2363928,228.2710914
Atp6v0b,2315.003881,2269.553147,2601.409612,3976.387856,4265.893303,4050.597665
Eif4enif1,2613.100271,2740.840865,2732.182228,3569.63679,3774.684624,3742.18885
Camta1,76.10971662,96.53938366,84.25618177,240.3529026,219.3500825,211.2721804
Rnf41,1050.132876,1023.317467,1065.489632,590.3172939,671.6008317,608.3181745
Ocel1,242.8262387,236.9603054,293.1412991,73.95473927,76.22203638,52.21094112
Kri1,1412.560098,1506.014385,1419.190062,744.8298741,824.891816,679.9564425
Sprn,159.4679777,182.5471982,237.8481798,21.12992551,35.57028365,24.28415866
Zbtb48,308.0631387,371.2378117,312.4500074,688.0431993,671.6008317,652.0296601
Rnft1,1083.657394,1126.877897,1194.50691,676.1576162,721.5686111,670.2427791
Ubxn11,193.8985638,194.8340288,174.6560435,26.41240688,49.12086789,43.71148559
Vcl,569.9168066,517.8021487,485.3507137,994.4271192,1162.809511,1140.141249
4930549G23Rik,15.40315694,21.06313825,14.92036552,85.84032237,81.30350548,103.2076743
Pign,1153.424634,1266.421187,1101.474043,682.7607179,628.4083444,632.6023332
Jdp2,2391.113597,2588.133113,2507.499076,1739.256993,1670.109508,1617.324967
1600014C10Rik,762.0032343,788.9900537,829.3967893,344.6819098,329.4485795,254.983666
Slc25a17,1176.076335,1133.898943,1149.745814,443.7284356,492.902502,350.9060927
Sf3b3,7968.868544,8228.666011,7706.807626,11992.55335,13474.36221,12319.35369
A630072M18Rik,165.8104541,220.2853209,208.0074487,497.8738698,591.9911492,584.0340158
Srsf3,3801.861559,4432.035341,4280.389568,7161.724127,7604.418497,7111.615864
Hyi,99.66748605,107.9485835,120.2405927,31.69488826,25.40734546,26.71257453
Yju2,345.211929,360.7062426,339.6577328,182.2456075,148.2095152,152.9901996
Cep68,610.6898691,616.0967939,706.5231909,250.9178654,304.041234,252.5552501
Ptpa,3758.370292,4148.560605,4051.318073,2705.951085,2739.758752,2722.254186
Fbxl21,228.3291499,229.0616285,227.3161571,99.04652581,86.38497457,69.20985219
L3mbtl3,211.1138568,220.2853209,238.7258483,929.7167223,1015.446907,655.6722839
Snord73b,21.74563332,20.18550749,14.92036552,85.84032237,99.0886473,82.56613945
Klc3,136.8162763,136.0327679,171.1453692,30.37426792,40.65175274,30.35519833
Castor1,8932.924955,8992.204773,9281.345023,5373.604181,5670.072595,4817.977079
Tmem106c,535.4862205,592.4007634,545.9098444,161.115682,218.503171,154.2044075
Dusp3,435.8187345,472.1653492,472.1856853,244.3147637,201.5649407,205.2011407
Mfsd6,3479.301331,3514.911196,3670.409918,5636.407629,5831.832695,5188.310498
Chek1,589.8503038,630.1388861,706.5231909,289.2158554,295.5721189,322.9793102
Unc5a,429.4762581,454.612734,440.5896172,112.2527293,138.8934885,82.56613945
Stxbp4,476.5917969,553.7850099,460.7759941,213.9404958,233.7475782,211.2721804
Dock10,8371.16276,8528.815731,7585.689365,5303.611302,5050.133366,4974.609902
Alad,1668.977357,1659.599768,1604.378128,647.1039687,628.4083444,460.1848067
Mbip,333.4330443,332.6220583,410.7488861,768.6010403,789.3215323,761.3083741
Lmbrd2,925.0954842,1061.05559,934.7170165,1657.378532,1625.223198,1641.609126
Etfdh,1224.097942,1199.72125,1289.295115,612.7678397,561.5023347,690.8843139
Mark2,4865.585456,4776.94423,4817.522726,6747.049338,7221.614492,6578.578582
Llph-ps2,324.3723637,328.2339045,414.2595604,853.1207423,960.3976584,859.6592166
Ttc21b,793.7156162,893.4281143,907.5092911,303.7426792,296.4190304,211.2721804
Ncbp1,3193.889894,3431.536274,3408.864687,6039.196834,6300.174763,5387.440599
Elp4,254.6051235,336.1325813,324.7373672,64.71039687,66.0590982,38.85465386
Rdm1,271.8204165,272.0655358,272.9549222,120.1764513,130.4243734,101.9934664
Asap1,620.6566177,629.2612553,573.9952383,1007.633323,1145.024369,1137.712833
Cisd1,341.5876567,378.2588578,373.8868066,637.8596262,688.539062,626.5312935
Cenpj,828.1462023,891.6728527,887.3229143,402.789205,426.8434038,332.6929737
Cry2,218.3624013,240.4708284,193.0870832,455.6140187,455.6383953,486.8973812
Ap2s1,1524.006469,1552.528815,1657.038241,1028.763248,1023.916022,1073.359813
Eri3,735.7272607,652.9572859,724.9542306,320.9107436,259.1549237,239.1989628
Dhrs7b,500.1495664,505.5153181,463.4089997,250.9178654,262.5425698,222.2000518
Aarsd1,698.5784704,701.2269777,769.7153272,133.3826548,203.2587637,216.1290121
Fosb,1072.784577,1143.552881,1128.681768,198.0930516,248.145074,339.9782213
Atxn7,1502.260835,1614.840599,1543.818997,2481.445627,2666.924362,2371.348093
Mab21l1,2638.470176,2756.638219,2720.772536,1918.86136,1919.101494,1773.95779
Ammecr1,360.6150859,388.7904269,347.5567498,705.2112638,863.0028342,843.8745135
Fadd,268.1961443,307.1707662,337.9023956,84.51970203,108.404674,81.35193152
Phb2,3115.968041,3182.289138,3643.202193,6427.459215,6893.012824,6024.899764
Ier3,845.3614953,881.1412836,986.4994616,338.0788081,421.7619347,342.4066371
Il15ra,331.6209081,329.1115352,383.5411608,139.9857565,149.9033382,120.2065854
Ndc80,1372.693103,1350.673741,1528.020963,466.1789815,430.2310498,303.5519833
Vdac2,4125.327855,4238.078943,4613.025952,7054.753879,7741.618162,7005.979774
P2ry2,414.0731011,559.0507945,385.2964979,104.3290072,72.83439032,64.35302046
Cenpu,214.738129,211.5090133,204.4967745,79.23722065,95.70100124,77.70930772
Zgpat,1403.499417,1490.217031,1538.552986,2485.407488,2763.472275,2425.98745
Rplp2,397.7638762,437.9377495,423.9139145,817.4639931,881.6348875,745.5236709
Dynlrb1,1626.392159,1691.194476,1813.263245,2715.195428,2843.928869,2620.26072
Pear1,3352.451804,3454.354674,3253.517352,2362.589796,2471.287802,2319.137152
Nubp1,606.1595288,580.9915635,646.8417288,347.3231505,334.5300486,359.4055482
Cnep1r1,703.1088107,699.4717162,772.3483329,1119.886052,1161.962599,1144.998081
Gemin8,120.5070513,166.7498445,144.8153124,35.65674929,33.87646062,35.21203006
Usp30,570.8228747,574.8481482,649.4747345,1300.811039,1519.359259,1228.778428
Sec24d,3017.206623,2899.692033,3114.84572,2028.472849,2149.461426,2011.942545
Hexim1,1128.960797,1017.174051,1088.309015,1630.966125,1663.334216,1732.674721
Gtf2ird1,377.8303789,408.9759344,341.4130699,139.9857565,157.5255419,121.4207933
Szt2,2441.853408,2642.54622,2288.081936,1040.648831,1261.898158,1051.50407
Nkiras1,226.5170138,201.8550749,215.9064658,445.049056,435.3125189,392.1891624
Pgam1,757.472894,691.5730393,795.1677155,1484.377267,1410.107673,1299.202488
Vps13b,2553.299779,2729.431665,2261.751879,1344.39151,1299.162265,1367.198133
Prpf3,1374.505239,1344.530325,1330.545537,1864.715926,1959.753247,1841.953435
Ube2t,336.1512484,368.6049194,358.0887725,126.779553,102.4762934,145.704952
Lpar5,376.9243109,351.929935,318.5936873,154.5125803,129.5774619,151.7759916
Coa8,389.6092637,434.4272265,437.9566115,213.9404958,214.2686134,225.8426756
Mrpl1,388.7031956,331.7444275,385.2964979,825.3877151,906.1953215,749.1662947
Plekha5,1223.191874,1307.669833,1265.598064,2276.749473,2183.337887,1975.516307
Synj2,2095.735411,2072.086226,2105.526876,2665.011855,2740.605664,2809.677157
Icos,78398.44453,82605.24008,81682.85755,109406.7924,115161.334,107355.4086
Lsm4,766.5335746,775.8255923,1009.318844,311.6664012,323.5201989,308.408815
Afg3l2,2502.559968,2596.03179,2611.941635,3553.789346,3535.855577,3362.141767
Zfp281,1225.00401,1189.189681,1292.805789,1936.029425,1842.032546,2019.227793
Tma16,239.2019665,300.1497201,287.8752877,599.5616363,652.9687784,700.5979774
Trim37,1818.478586,1851.800905,1716.719704,769.9216607,962.0914815,805.0198597
Mtbp,990.3323841,977.6806673,934.7170165,570.5079887,574.2060074,496.6110446
Zbed3,520.9891316,670.5099011,609.1019807,1259.871808,1340.660929,1346.556598
Rpf2,500.1495664,471.2877184,564.3408841,1174.031486,1147.565103,1000.507337
Uvssa,789.1852759,740.7203619,609.9796493,293.1777164,269.3178619,245.2700025
Dlg5,550.8893775,647.6915013,523.0904618,1291.566697,1271.214185,1154.711744
Nap1l4,4159.758441,3913.355561,3912.646441,6135.602119,6782.067415,6084.395953
Synj1,4675.311164,4838.378383,4197.888723,8138.983181,8866.316654,7859.567951
B230208H11Rik,9.06068055,1.755261521,6.143679921,77.91660031,76.22203638,67.99564425
Gmcl1,773.782119,905.7149449,836.4181378,1442.117416,1555.776454,1465.548975
Alcam,925.0954842,927.6557139,977.722776,1489.659748,1447.37178,1364.769717
Ado,675.9267691,683.6743625,651.2300716,962.7322309,997.6617651,1017.506248
Tpm4,7918.128733,8090.877982,8530.060736,4903.463338,5492.221177,4994.037229
Vcpip1,1620.049682,1749.118106,1596.479111,2753.493418,3238.589635,3047.661912
Sugt1,1363.632423,1604.30903,1571.904391,2705.951085,2923.538551,2716.183146
Sertad1,739.3515329,770.5598078,832.9074635,1401.178185,1451.606337,1288.274617
Insl3,117.7888472,158.8511677,111.4639071,19.80930516,22.86661092,26.71257453
P4ha1,1424.338983,1449.846016,1460.440484,2168.458605,2371.352243,2126.078091
Macroh2a3,4.530340275,15.79735369,9.654354161,108.2908682,102.4762934,106.8502981
Sptbn1,4762.293697,4726.919276,4136.451924,7819.393058,7542.593956,7480.735076
Chd4,13544.81135,14158.81706,13437.98332,8899.660499,9821.632844,9438.038264
Maco1,2604.03959,2599.542313,2669.86776,3721.50813,3651.882454,3450.778946
Snhg15,73.39151246,87.76307606,86.01151889,223.1848382,238.8290473,292.6241119
Eldr,96.94928189,75.47624541,71.96882193,3.961861033,0.846911515,4.856831732
Rnf10,4337.347779,4487.326079,4603.371598,6513.299538,6478.026181,6055.254962
Cit,1623.673955,1913.235058,1411.291045,635.2183856,665.6724511,661.7433235
Gm6548,767.4396426,817.9518688,886.4452457,342.0406691,399.7422353,315.6940626
Nsun5,283.5993012,302.7826124,273.8325908,515.0419342,554.7270426,499.0394605
Usp54,159.4679777,194.8340288,169.3900321,418.6366491,404.8237044,364.2623799
Sirt6,525.5194719,630.1388861,602.0806322,213.9404958,263.3894813,214.9148042
Bri3,148.595161,175.5261521,243.1141911,850.4795017,786.7807978,715.1684726
Hspa1b,52.55194719,31.59470738,54.41545073,200.7342923,198.1772946,218.557428
Mrgpre,192.0864277,270.3102743,224.6831514,55.46605446,66.0590982,63.13881252
Pdhx,448.5036872,487.9627029,378.2751494,1089.511784,1138.249077,971.3663465
Fbxw4,423.1337817,416.8746113,387.9295036,695.9669214,804.5659396,790.4493645
Cd247,227.4230818,241.3484592,242.2365226,46.22171205,42.34557577,72.85247599
Cd93,752.0364857,769.682177,672.294117,1381.36888,1266.132715,1438.836401
Nupr1,579.8835552,593.2783941,717.0552136,268.0859299,276.9400655,242.8415866
Pde4a,401.3881484,421.2627651,407.2382119,81.87846134,108.404674,57.06777286
Cilk1,316.2177512,354.5628273,347.5567498,756.7154572,803.7190281,653.243868
Sowahc,63.42476385,63.18941476,62.31446777,150.5507192,176.1575952,159.0612392
Slc44a2,3212.917323,3278.828521,3216.655273,2558.041607,2434.870607,2513.410422
Hscb,237.3898304,273.8207973,246.6248654,99.04652581,84.69115154,108.064506
Atg4a,262.759736,279.9642126,293.1412991,474.1027036,503.9123517,485.6831732
Srf,2303.224996,2525.821329,2700.586159,4262.962471,4701.205822,4456.143115
Rpl7l1,2170.032992,2278.329454,2504.866071,1177.993347,1166.197157,983.5084258
Sigirr,594.3806441,673.1427934,611.7349864,215.2611161,280.3277116,216.1290121
Ppme1,5461.778236,5448.331762,5448.566421,7510.367897,7518.880434,6996.266111
Rnf13,1165.203519,1144.430512,1057.590615,1740.577614,1708.220527,1654.965413
Dop1b,1173.358131,1240.092265,1129.559437,590.3172939,599.6133529,694.5269377
Itgb3bp,81.54612495,87.76307606,144.8153124,5.282481377,5.081469092,3.642623799
Strn4,2384.771121,2688.18302,2714.628856,4228.626342,4369.216508,4129.521181
Nfkbib,1765.926639,1925.521889,1910.684455,3331.925128,3537.5494,3033.091417
Rnf130,807.306637,904.8373141,896.9772684,1546.446423,1803.074616,1605.182888
Rnf103,529.1437441,567.8271021,621.3893406,1179.313967,1314.406672,1489.833134
Tmem39b,713.9816274,681.0414702,670.5387799,400.1479643,337.9176946,380.0470831
Adgrg7,391.4213998,358.9509811,394.950852,91.12280375,82.99732851,47.35410939
Tmem185a,662.3357482,743.3532542,726.7095678,1344.39151,1311.019026,1182.638527
Mrps15,1057.38142,1066.321374,1123.415757,488.6295273,580.9812995,461.3990146
Cox7a2l,1732.402121,2000.998134,1964.222238,3747.920537,3737.420517,3306.288202
Snx17,1956.200931,1965.892904,2200.31508,917.8311392,1105.219528,1035.719367
Ythdc2,888.852762,927.6557139,926.8179995,1279.681114,1290.693149,1346.556598
Llgl2,453.0340275,550.2744869,439.7119486,1011.595184,999.3555881,1011.435208
Dera,1172.452063,1229.560696,1183.974888,676.1576162,576.746742,540.3225302
Tmem147,491.0888858,573.9705174,578.3835811,253.5591061,211.7278788,246.4842104
Anp32b,8393.814462,8456.850009,9207.620864,14462.11339,16105.71629,14115.16722
Sptlc2,1962.543407,1907.969273,1952.812546,2773.302723,3064.972774,3110.800725
Arf5,2331.313106,2291.493916,2585.611578,4186.366491,4530.976607,3995.958308
Srsf6,6472.950185,6949.957993,7098.583314,10683.81858,11673.82833,10512.61228
Id3,150.4072971,143.053814,174.6560435,34.33612895,44.0393988,50.99673319
Rbfa,837.2068828,863.5886684,956.6587305,1629.645505,1860.664599,1971.873683
Pgpep1,403.2002845,423.8956574,444.97796,207.337394,235.4414013,220.9858438
Foxp1,4600.107515,4728.674538,4392.731143,7217.190181,7769.566242,6863.917446
Tmco6,327.0905679,366.8496579,386.1741664,166.3981634,148.2095152,132.3486647
Nme6,208.3956527,205.365598,271.1995851,42.25985101,49.12086789,26.71257453
Fdx2,405.9184887,382.6470116,433.5682687,1003.671462,913.8175251,797.7346121
Rnf139,791.9034801,793.3782075,918.0413139,1567.576349,1750.566102,1860.166554
Il2rb,11299.57471,11618.95364,11102.50729,8973.615239,8806.185937,8511.597611
Gm1818,193.8985638,209.7537518,208.8851173,463.5377408,586.9096802,468.6842622
Ppp1r12c,2375.71044,2644.301482,2554.893178,3886.585673,4060.093805,3766.473009
Secisbp2,1609.176866,1520.934108,1621.931499,928.396102,1003.590146,866.9444642
4931406C07Rik,487.4646136,486.2074414,409.8712176,207.337394,220.196994,217.34322
Nploc4,4427.954585,4305.656511,3954.774532,6229.366164,6536.463076,6508.154521
Cap2,189.3682235,154.4630139,161.4910151,27.73302723,44.0393988,46.13990146
Dtx2,713.9816274,708.2480238,796.9230526,1513.430914,1451.606337,1291.917241
Pygm,26.2759736,33.3499689,42.12809089,149.2300989,132.1181964,171.2033186
Zfp91,3490.174148,3688.682087,3890.704727,5761.866562,6079.977769,5562.286542
Polr1c,755.6607579,719.6572237,774.10367,1405.140046,1280.530211,1212.993725
Snhg1,644.2143871,626.628363,684.5814769,1049.893174,999.3555881,1089.144516
Hmbox1,745.6940093,670.5099011,562.585547,1516.072155,1600.662764,1477.691055
Ncoa7,609.783801,690.6954086,613.4903235,207.337394,236.2883128,157.8470313
Clcn4,2070.365506,2345.029392,2390.769158,1203.085134,1200.920529,1039.361991
Slc9a7,96.94928189,108.8262143,99.17654729,212.6198754,215.1155249,223.4142597
Sdr39u1,1108.121231,1278.708018,1277.007755,633.8977652,657.2033359,573.1061444
Zfp984,1357.289946,1352.429002,1426.21141,1888.487092,1928.417521,1860.166554
Scrt1,670.4903607,724.0453775,628.410689,221.8642178,162.607011,133.5628726
Pcgf6,527.331608,529.2113486,505.5370906,319.5901233,324.3671104,313.2656467
Smarcb1,1636.358907,1820.206197,1832.571953,1007.633323,1100.138058,1051.50407
Rchy1,971.304955,808.2979305,929.4510052,1617.759922,1706.526703,1648.894373
BC055324,468.4371845,549.3968561,539.7661645,157.153821,202.4118522,212.4863883
Hormad2,74.29758051,69.33283008,80.74550753,9.244342409,1.693823031,4.856831732
Irf2bp1,1023.856902,1136.531835,1188.36323,533.5306191,454.7914838,407.9738655
Donson,1082.751326,1004.887221,1156.767162,534.8512394,558.9616001,616.81763
St3gal6,828.1462023,793.3782075,730.220242,318.2695029,396.3545892,327.8361419
Gpam,306.2510026,294.8839355,245.7471968,579.7523311,651.2749553,645.9586204
Ergic2,1890.964031,2008.896811,1946.668866,2852.539943,3216.569935,3107.158101
Lonrf3,1152.518566,1159.350235,1110.250729,1942.632526,1795.452413,1709.60477
Abitram,676.8328371,728.4335313,668.7834428,316.9488826,383.6509165,358.1913403
Klc1,2064.929097,2152.828256,1931.748501,3912.99808,4051.62469,3436.208451
Asic3,252.7929874,288.7405202,269.444248,108.2908682,103.3232049,77.70930772
Nab2,1041.072195,1089.139774,1095.330363,285.2539943,345.5398983,432.2580242
Kif18b,1976.134428,1916.745581,1936.136844,1339.109029,1360.986805,1229.992636
Clcn6,549.9833094,505.5153181,481.8400395,286.5746147,277.786977,269.5541612
Sub1,4606.449992,5177.143857,5646.919516,10452.71002,10715.12449,9564.315889
Fam3c,1021.138698,1066.321374,1060.223621,1483.056647,1616.754083,1538.401451
Carhsp1,891.5709662,955.7398983,1069.877975,1859.433445,2061.382628,1827.382939
Chd6,1790.390477,1765.79309,1552.595683,3334.566369,3508.754408,3010.021466
Zfp809,511.022383,592.4007634,546.7875129,964.0528513,1076.424536,987.1510496
Erfe,92.41894161,72.84335313,80.74550753,17.16806447,15.24440728,16.99891106
Nfyb,1234.970759,1161.105496,1349.854245,2433.903294,2535.653077,2186.788488
Klhl7,493.80709,508.1482104,516.9467819,866.3269458,901.9607639,791.6635724
Gm5127,1283.898434,1370.859248,1563.127706,2741.607835,2729.595814,2557.121907
Ube2l3,2293.258247,2323.966254,2396.035169,3120.625873,3310.577114,3133.870675
Pa2g4,7534.861946,7416.857558,7489.145823,11246.40285,12202.30111,10729.9555
Zfp512,798.2459565,821.4623919,817.987098,335.4375674,421.7619347,331.4787657
Zfp930,355.1786776,382.6470116,356.3334354,631.2565245,746.9759566,723.6679281
Pex3,394.1396039,405.4654114,417.7702346,711.8143655,810.4943202,701.8121853
Dstyk,599.8170524,745.9861465,526.6011361,1677.187837,1738.709341,1928.162198
Bfar,913.3165995,842.5255301,824.1307779,406.751066,373.4879783,304.7661912
Ppm1f,740.257601,740.7203619,735.4862534,396.1861033,458.1791298,450.4711432
Bcl2l2,685.8935177,708.2480238,613.4903235,204.6961533,283.7153577,252.5552501
Med22,1103.590891,1132.143681,1025.994547,1884.525231,2072.392478,2275.425667
Shkbp1,1452.427092,1521.811739,1536.797649,1067.061238,1089.97512,1058.789318
Armt1,596.1927802,640.6704552,678.437797,1064.419997,1170.431714,1208.136893
Ciao2b,368.7696984,345.7865197,378.2751494,182.2456075,142.2811346,145.704952
Lsm10,364.2393581,388.7904269,381.7858236,146.5888582,138.046577,98.35084258
Micos13,336.1512484,300.1497201,391.4401778,89.8021834,115.1799661,118.9923774
D630044L22Rik,74.29758051,62.311784,62.31446777,232.4291806,193.942737,178.4885662
Akna,9696.740325,10160.33132,9623.635762,7617.338145,7767.025508,7515.947106
